sequence_id,recording_id,channel_count,user_id,bin_bytes,samples,duration_s,flags_count,flags,rpeaks_count,rpeak_ann_counts,json_ok,annotated_noises_count,annotated_noises_fraction,has_comment,json_keys
659ec124870b3d1d1630be39,659ebe18870b3d27ad30bc75,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,692,"{""N"": 692}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3d410630bc78,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,677,"{""N"": 677}",True,7,0.02313671875,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3d5b6c30bc8d,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,632,"{""N"": 632}",True,22,0.09872265625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3d5d2930bc6d,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,751,"{""N"": 751}",True,18,0.05865234375,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3d653c30bc70,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,692,"{""N"": 692}",True,2,0.0026796875,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3d724430bc63,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,656,"{""N"": 656}",True,10,0.02151171875,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3d909530bc61,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,707,"{""N"": 707}",True,18,0.07972265625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3dba7e30bc74,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,634,"{""N"": 634}",True,14,0.0486015625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3dc82630bc77,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,669,"{""N"": 669}",True,2,0.00103125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3dda0e30bc6b,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,646,"{""N"": 646}",True,12,0.03856640625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3deccc30bc68,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,622,"{""N"": 622}",True,13,0.0438828125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3df14730bc73,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,690,"{""N"": 690}",True,1,0.00025390625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3dfaf030bc71,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,783,"{""N"": 783}",True,1,0.00064453125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebcdd870b3dde6a30bb80,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,458,"{""N"": 458}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d06fd30bc2f,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,495,"{""N"": 495}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d0bf130bc20,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,454,"{""N"": 454}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d0d8730bc31,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,495,"{""N"": 495}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d0de330bc5c,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,741,"{""N"": 741}",True,6,0.01000390625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d0f5430bc33,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,496,"{""N"": 496}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d107630bc42,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,707,"{""N"": 707}",True,5,0.02833203125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d16a130bc41,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,661,"{""N"": 661}",True,4,0.0051953125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d208130bc43,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,625,"{""N"": 625}",True,2,0.005171875,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d23d930bc40,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,750,"{""N"": 750}",True,22,0.04453125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d25b530bc45,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,583,"{""N"": 583}",True,8,0.0520078125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d29e130bc4e,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,583,"{""N"": 583}",True,14,0.06726171875,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d2a8030bc4b,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,625,"{""N"": 625}",True,2,0.01332421875,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d2c3330bc4a,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,1004,"{""N"": 1004}",True,4,0.00672265625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d2fd430bc3b,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,623,"{""N"": 623}",True,2,0.00143359375,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d306f30bc1d,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,467,"{""N"": 467}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d308d30bc2a,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,502,"{""N"": 502}",True,1,0.0006171875,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d323e30bc36,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,539,"{""N"": 539}",True,6,0.0228984375,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d361f30bc1c,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,469,"{""N"": 469}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d384c30bc26,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,472,"{""N"": 472}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d3c0730bc5b,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,800,"{""N"": 800}",True,12,0.02413671875,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d3c1230bc3a,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,697,"{""N"": 697}",True,18,0.06123828125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d3f6430bc2b,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,460,"{""N"": 460}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d3faf30bc46,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,586,"{""N"": 586}",True,24,0.02726953125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d3fc230bc23,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,565,"{""N"": 565}",True,6,0.027296875,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d42a730bc5e,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,600,"{""N"": 600}",True,18,0.089890625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d434530bc4f,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,604,"{""N"": 604}",True,10,0.0298828125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d482930bc5d,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,834,"{""N"": 834}",True,31,0.05678515625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659faa15870b3d2bd430c2f2,659ebe17870b3d490d30bc4c,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,802,"{""N"": 802}",True,9,0.0345,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
