sequence_id,recording_id,channel_count,user_id,bin_bytes,samples,duration_s,flags_count,flags,rpeaks_count,ann_n_count,ann_s_count,ann_v_count,ann_u_count,json_ok,annotated_noises_count,annotated_noises_fraction,has_comment,json_keys_correct,_annotated_noises_samples
659ec124870b3d1d1630be39,659ebe17870b3d0f5430bc33,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],496,496,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d107630bc42,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],707,707,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d16a130bc41,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],661,661,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d2a8030bc4b,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],625,625,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d2c3330bc4a,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],1004,1004,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d2fd430bc3b,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],623,623,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d306f30bc1d,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],467,467,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d384c30bc26,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],472,472,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d3c0730bc5b,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],800,800,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d3c1230bc3a,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],697,697,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d3faf30bc46,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],586,586,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d42a730bc5e,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],600,600,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d434530bc4f,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],604,604,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d50ae30bc57,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],670,670,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d549730bc25,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],642,642,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d57a230bc56,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],970,970,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d5e5430bc51,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],880,880,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d5e7930bc24,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],498,498,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d609330bc35,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],490,490,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d6a5630bc32,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],501,501,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d6f6330bc44,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],677,677,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d743730bc2e,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],517,517,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d74f530bc1e,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],458,458,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d7c1d30bc38,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],497,497,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d8afb30bc4d,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],964,964,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3d914830bc30,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],497,497,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3dc2a830bc59,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],806,806,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3dc60c30bc1b,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],454,454,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3dcc3a30bc47,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],734,734,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3dd83730bc3c,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],719,719,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3de41430bc1f,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],490,490,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3de7e330bc28,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],493,493,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3deed230bc2c,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],500,500,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe17870b3dfe3430bc5a,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],704,704,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3d045b30bc7b,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],741,741,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3d10ef30bc8e,1,65955b5f50e02b125d4998ad,511996,127999,639.995,0,[],684,684,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3d27ad30bc75,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],692,692,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3d410630bc78,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],677,677,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3d5b6c30bc8d,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],632,632,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3d5d2930bc6d,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],751,751,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3d653c30bc70,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],692,692,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3d724430bc63,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],656,656,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3d909530bc61,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],707,707,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3dba7e30bc74,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],634,634,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3dc82630bc77,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],669,669,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3dda0e30bc6b,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],646,646,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3deccc30bc68,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],622,622,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3df14730bc73,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],690,690,0,0,0,True,0,0.0,False,True,0
659ec124870b3d1d1630be39,659ebe18870b3dfaf030bc71,1,65955b5f50e02b125d4998ad,512000,128000,640.0,0,[],783,783,0,0,0,True,0,0.0,False,True,0
